NDO;Fecha de Venta;Fecha de Vuelo;Region POC;Clase;Neto;NS
87;26/12/2022;23/03/2023;ESPANA;U;0;90
86;27/12/2022;23/03/2023;AMERICA;A;1;90
86;27/12/2022;23/03/2023;AMERICA;N;1;90
85;28/12/2022;23/03/2023;AMERICA;A;0;90
85;28/12/2022;23/03/2023;ESPANA;P;2;90
84;29/12/2022;23/03/2023;AMERICA;A;1;90
84;29/12/2022;23/03/2023;ESPANA;R;-2;90
83;30/12/2022;23/03/2023;AMERICA;A;4;90
83;30/12/2022;23/03/2023;EUROPA;N;2;90
82;31/12/2022;23/03/2023;AMERICA;A;0;90
81;01/01/2023;23/03/2023;AMERICA;A;-1;90
80;02/01/2023;23/03/2023;AMERICA;A;7;90
79;03/01/2023;23/03/2023;AMERICA;A;4;90
79;03/01/2023;23/03/2023;ESPANA;R;1;90
79;03/01/2023;23/03/2023;EUROPA;A;1;90
78;04/01/2023;23/03/2023;AMERICA;A;3;90
78;04/01/2023;23/03/2023;EUROPA;F;1;90
78;04/01/2023;23/03/2023;EUROPA;A;0;90
77;05/01/2023;23/03/2023;AMERICA;P;9;90
77;05/01/2023;23/03/2023;AMERICA;A;-3;90
76;06/01/2023;23/03/2023;AMERICA;P;10;90
76;06/01/2023;23/03/2023;AMERICA;A;-5;90
76;06/01/2023;23/03/2023;EUROPA;A;-1;90
75;07/01/2023;23/03/2023;AMERICA;P;-2;90
75;07/01/2023;23/03/2023;ESPANA;P;1;90
74;08/01/2023;23/03/2023;AMERICA;P;-1;90
73;09/01/2023;23/03/2023;AMERICA;P;-2;90
73;09/01/2023;23/03/2023;AMERICA;N;-3;90
73;09/01/2023;23/03/2023;ESPANA;P;4;90
73;09/01/2023;23/03/2023;ESPANA;F;0;90
72;10/01/2023;23/03/2023;AMERICA;F;1;90
72;10/01/2023;23/03/2023;AMERICA;P;1;90
72;10/01/2023;23/03/2023;ESPANA;U;1;90
72;10/01/2023;23/03/2023;ESPANA;P;0;90
71;11/01/2023;23/03/2023;AMERICA;P;4;90
71;11/01/2023;23/03/2023;AMERICA;A;4;90
71;11/01/2023;23/03/2023;AMERICA;F;0;90
71;11/01/2023;23/03/2023;ESPANA;U;1;90
71;11/01/2023;23/03/2023;ESPANA;T;1;90
71;11/01/2023;23/03/2023;ESPANA;P;1;90
70;12/01/2023;23/03/2023;AMERICA;P;13;90
70;12/01/2023;23/03/2023;AMERICA;A;-2;90
70;12/01/2023;23/03/2023;ESPANA;P;-1;90
70;12/01/2023;23/03/2023;EUROPA;N;1;90
69;13/01/2023;23/03/2023;AMERICA;P;8;90
69;13/01/2023;23/03/2023;AMERICA;A;0;90
69;13/01/2023;23/03/2023;ESPANA;P;0;90
68;14/01/2023;23/03/2023;AMERICA;Q;1;90
68;14/01/2023;23/03/2023;AMERICA;P;-2;90
68;14/01/2023;23/03/2023;ESPANA;U;1;90
67;15/01/2023;23/03/2023;AMERICA;P;-3;90
67;15/01/2023;23/03/2023;ESPANA;U;0;90
66;16/01/2023;23/03/2023;AMERICA;A;1;90
66;16/01/2023;23/03/2023;AMERICA;P;-10;90
66;16/01/2023;23/03/2023;ESPANA;P;2;90
66;16/01/2023;23/03/2023;ESPANA;U;1;90
65;17/01/2023;23/03/2023;AMERICA;A;13;90
65;17/01/2023;23/03/2023;AMERICA;P;-9;90
65;17/01/2023;23/03/2023;ESPANA;U;1;90
65;17/01/2023;23/03/2023;ESPANA;T;1;90
65;17/01/2023;23/03/2023;ESPANA;A;0;90
64;18/01/2023;23/03/2023;AMERICA;P;3;90
64;18/01/2023;23/03/2023;AMERICA;A;-4;90
64;18/01/2023;23/03/2023;ESPANA;R;1;90
64;18/01/2023;23/03/2023;ESPANA;P;1;90
64;18/01/2023;23/03/2023;ESPANA;U;-1;90
63;19/01/2023;23/03/2023;AMERICA;A;10;90
63;19/01/2023;23/03/2023;AMERICA;Q;1;90
63;19/01/2023;23/03/2023;AMERICA;Y;0;90
63;19/01/2023;23/03/2023;AMERICA;P;0;90
62;20/01/2023;23/03/2023;AMERICA;A;2;90
62;20/01/2023;23/03/2023;AMERICA;P;1;90
62;20/01/2023;23/03/2023;AMERICA;T;0;90
62;20/01/2023;23/03/2023;ESPANA;P;3;90
62;20/01/2023;23/03/2023;ESPANA;U;1;90
61;21/01/2023;23/03/2023;AMERICA;P;3;90
61;21/01/2023;23/03/2023;AMERICA;A;-2;90
61;21/01/2023;23/03/2023;ESPANA;P;1;90
60;22/01/2023;23/03/2023;AMERICA;P;0;90
60;22/01/2023;23/03/2023;ESPANA;T;1;90
60;22/01/2023;23/03/2023;ESPANA;P;-2;90
59;23/01/2023;23/03/2023;AMERICA;P;10;90
59;23/01/2023;23/03/2023;AMERICA;A;-1;90
59;23/01/2023;23/03/2023;AMERICA;T;-2;90
59;23/01/2023;23/03/2023;ESPANA;P;2;90
59;23/01/2023;23/03/2023;EUROPA;H;0;90
58;24/01/2023;23/03/2023;AMERICA;P;3;90
58;24/01/2023;23/03/2023;AMERICA;N;0;90
57;25/01/2023;23/03/2023;AMERICA;P;-1;90
57;25/01/2023;23/03/2023;ESPANA;Q;1;90
57;25/01/2023;23/03/2023;ESPANA;A;1;90
57;25/01/2023;23/03/2023;ESPANA;U;-1;90
57;25/01/2023;23/03/2023;ESPANA;T;-1;90
56;26/01/2023;23/03/2023;AMERICA;P;1;90
56;26/01/2023;23/03/2023;AMERICA;Y;0;90
56;26/01/2023;23/03/2023;AMERICA;Q;0;90
56;26/01/2023;23/03/2023;ESPANA;T;1;90
56;26/01/2023;23/03/2023;ESPANA;P;-1;90
55;27/01/2023;23/03/2023;AMERICA;Q;1;90
55;27/01/2023;23/03/2023;AMERICA;P;-3;90
55;27/01/2023;23/03/2023;ESPANA;Q;1;90
54;28/01/2023;23/03/2023;AMERICA;Q;3;90
54;28/01/2023;23/03/2023;ESPANA;Q;2;90
53;29/01/2023;23/03/2023;ESPANA;A;-1;90
52;30/01/2023;23/03/2023;AMERICA;P;6;90
52;30/01/2023;23/03/2023;AMERICA;Q;1;90
52;30/01/2023;23/03/2023;ESPANA;P;3;90
51;31/01/2023;23/03/2023;AMERICA;P;3;90
51;31/01/2023;23/03/2023;AMERICA;Q;-1;90
51;31/01/2023;23/03/2023;AMERICA;N;-1;90
51;31/01/2023;23/03/2023;ESPANA;P;2;90
51;31/01/2023;23/03/2023;ESPANA;Q;1;90
50;01/02/2023;23/03/2023;AMERICA;Q;5;90
50;01/02/2023;23/03/2023;AMERICA;A;0;90
50;01/02/2023;23/03/2023;AMERICA;P;-2;90
50;01/02/2023;23/03/2023;ESPANA;Q;6;90
49;02/02/2023;23/03/2023;AMERICA;P;4;90
49;02/02/2023;23/03/2023;AMERICA;N;-1;90
49;02/02/2023;23/03/2023;AMERICA;Q;-5;90
49;02/02/2023;23/03/2023;ESPANA;P;1;90
48;03/02/2023;23/03/2023;AMERICA;P;8;90
48;03/02/2023;23/03/2023;AMERICA;Q;2;90
48;03/02/2023;23/03/2023;ESPANA;P;0;90
47;04/02/2023;23/03/2023;AMERICA;Q;2;90
47;04/02/2023;23/03/2023;AMERICA;A;-1;90
47;04/02/2023;23/03/2023;ESPANA;P;2;90
47;04/02/2023;23/03/2023;ESPANA;Q;-1;90
46;05/02/2023;23/03/2023;AMERICA;Q;-1;90
46;05/02/2023;23/03/2023;AMERICA;P;-1;90
46;05/02/2023;23/03/2023;ESPANA;Q;0;90
45;06/02/2023;23/03/2023;AMERICA;Q;10;90
45;06/02/2023;23/03/2023;AMERICA;P;-1;90
45;06/02/2023;23/03/2023;ESPANA;U;2;90
45;06/02/2023;23/03/2023;ESPANA;T;0;90
45;06/02/2023;23/03/2023;ESPANA;Q;-1;90
45;06/02/2023;23/03/2023;EUROPA;Q;3;90
44;07/02/2023;23/03/2023;AMERICA;T;1;90
44;07/02/2023;23/03/2023;AMERICA;A;1;90
44;07/02/2023;23/03/2023;AMERICA;P;-1;90
44;07/02/2023;23/03/2023;AMERICA;Q;-2;90
44;07/02/2023;23/03/2023;ESPANA;Q;3;90
43;08/02/2023;23/03/2023;AMERICA;Q;1;90
43;08/02/2023;23/03/2023;ESPANA;Q;2;90
42;09/02/2023;23/03/2023;AMERICA;Q;2;90
42;09/02/2023;23/03/2023;AMERICA;T;1;90
42;09/02/2023;23/03/2023;ESPANA;Q;4;90
42;09/02/2023;23/03/2023;ESPANA;U;1;90
42;09/02/2023;23/03/2023;EUROPA;Q;1;90
42;09/02/2023;23/03/2023;EUROPA;N;0;90
41;10/02/2023;23/03/2023;AMERICA;Q;0;90
41;10/02/2023;23/03/2023;AMERICA;T;-2;90
41;10/02/2023;23/03/2023;ESPANA;Q;1;90
41;10/02/2023;23/03/2023;ESPANA;U;-1;90
40;11/02/2023;23/03/2023;AMERICA;T;1;90
40;11/02/2023;23/03/2023;ESPANA;Q;1;90
39;12/02/2023;23/03/2023;AMERICA;Q;-1;90
39;12/02/2023;23/03/2023;ESPANA;P;-1;90
38;13/02/2023;23/03/2023;AMERICA;F;3;90
38;13/02/2023;23/03/2023;AMERICA;Q;-1;90
38;13/02/2023;23/03/2023;ESPANA;Q;3;90
38;13/02/2023;23/03/2023;ESPANA;U;0;90
38;13/02/2023;23/03/2023;EUROPA;R;1;90
37;14/02/2023;23/03/2023;AMERICA;T;2;90
37;14/02/2023;23/03/2023;AMERICA;F;-2;90
37;14/02/2023;23/03/2023;ESPANA;U;0;90
37;14/02/2023;23/03/2023;ESPANA;Q;0;90
36;15/02/2023;23/03/2023;AMERICA;T;1;90
36;15/02/2023;23/03/2023;AMERICA;F;0;90
36;15/02/2023;23/03/2023;ESPANA;U;1;90
36;15/02/2023;23/03/2023;ESPANA;Q;1;90
35;16/02/2023;23/03/2023;AMERICA;T;4;90
35;16/02/2023;23/03/2023;AMERICA;U;2;90
35;16/02/2023;23/03/2023;AMERICA;A;0;90
35;16/02/2023;23/03/2023;ESPANA;Q;3;90
35;16/02/2023;23/03/2023;ESPANA;U;1;90
35;16/02/2023;23/03/2023;ESPANA;T;1;90
34;17/02/2023;23/03/2023;AMERICA;T;0;90
34;17/02/2023;23/03/2023;AMERICA;A;0;90
34;17/02/2023;23/03/2023;ESPANA;T;3;90
34;17/02/2023;23/03/2023;ESPANA;U;1;90
34;17/02/2023;23/03/2023;EUROPA;T;2;90
33;18/02/2023;23/03/2023;ESPANA;T;1;90
33;18/02/2023;23/03/2023;ESPANA;Y;0;90
32;19/02/2023;23/03/2023;ESPANA;Q;-2;90
31;20/02/2023;23/03/2023;AMERICA;T;1;90
31;20/02/2023;23/03/2023;AMERICA;U;0;90
31;20/02/2023;23/03/2023;AMERICA;P;-2;90
31;20/02/2023;23/03/2023;ESPANA;T;1;90
31;20/02/2023;23/03/2023;ESPANA;U;0;90
30;21/02/2023;23/03/2023;AMERICA;Q;-1;90
30;21/02/2023;23/03/2023;ESPANA;Y;0;90
30;21/02/2023;23/03/2023;ESPANA;T;0;90
30;21/02/2023;23/03/2023;EUROPA;R;-1;90
29;22/02/2023;23/03/2023;AMERICA;F;-1;90
29;22/02/2023;23/03/2023;ESPANA;T;2;90
29;22/02/2023;23/03/2023;ESPANA;L;1;90
29;22/02/2023;23/03/2023;ESPANA;R;1;90
29;22/02/2023;23/03/2023;ESPANA;U;-1;90
28;23/02/2023;23/03/2023;ESPANA;P;2;90
28;23/02/2023;23/03/2023;ESPANA;R;0;90
28;23/02/2023;23/03/2023;ESPANA;T;0;90
28;23/02/2023;23/03/2023;ESPANA;U;-1;90
27;24/02/2023;23/03/2023;AMERICA;Q;3;90
27;24/02/2023;23/03/2023;ESPANA;P;3;90
27;24/02/2023;23/03/2023;ESPANA;U;1;90
27;24/02/2023;23/03/2023;ESPANA;Q;1;90
27;24/02/2023;23/03/2023;ESPANA;T;-1;90
26;25/02/2023;23/03/2023;ESPANA;Q;1;90
25;26/02/2023;23/03/2023;AMERICA;S;1;90
25;26/02/2023;23/03/2023;ESPANA;T;-2;90
24;27/02/2023;23/03/2023;AMERICA;Q;1;90
24;27/02/2023;23/03/2023;AMERICA;T;0;90
24;27/02/2023;23/03/2023;ESPANA;Q;1;90
24;27/02/2023;23/03/2023;ESPANA;P;-1;90
23;28/02/2023;23/03/2023;AMERICA;P;-1;90
23;28/02/2023;23/03/2023;ESPANA;Q;2;90
23;28/02/2023;23/03/2023;ESPANA;R;1;90
23;28/02/2023;23/03/2023;ESPANA;U;-1;90
22;01/03/2023;23/03/2023;AMERICA;T;-2;90
22;01/03/2023;23/03/2023;ESPANA;Q;4;90
22;01/03/2023;23/03/2023;ESPANA;R;-1;90
22;01/03/2023;23/03/2023;ESPANA;U;-1;90
22;01/03/2023;23/03/2023;ESPANA;T;-1;90
21;02/03/2023;23/03/2023;AMERICA;Q;1;90
21;02/03/2023;23/03/2023;ESPANA;Q;5;90
21;02/03/2023;23/03/2023;ESPANA;P;-1;90
21;02/03/2023;23/03/2023;EUROPA;U;1;90
20;03/03/2023;23/03/2023;AMERICA;Q;-1;90
20;03/03/2023;23/03/2023;ESPANA;H;1;90
20;03/03/2023;23/03/2023;ESPANA;U;1;90
20;03/03/2023;23/03/2023;ESPANA;Q;-3;90
19;04/03/2023;23/03/2023;AMERICA;Q;1;90
19;04/03/2023;23/03/2023;ESPANA;Q;2;90
19;04/03/2023;23/03/2023;EUROPA;U;1;90
18;05/03/2023;23/03/2023;ESPANA;Q;1;90
17;06/03/2023;23/03/2023;ESPANA;U;0;90
17;06/03/2023;23/03/2023;ESPANA;H;-1;90
16;07/03/2023;23/03/2023;ESPANA;H;2;90
16;07/03/2023;23/03/2023;ESPANA;S;1;90
16;07/03/2023;23/03/2023;ESPANA;T;1;90
16;07/03/2023;23/03/2023;ESPANA;F;0;90
16;07/03/2023;23/03/2023;ESPANA;P;0;90
16;07/03/2023;23/03/2023;ESPANA;U;-1;90
16;07/03/2023;23/03/2023;EUROPA;R;1;90
15;08/03/2023;23/03/2023;AMERICA;Q;0;90
15;08/03/2023;23/03/2023;ESPANA;S;1;90
15;08/03/2023;23/03/2023;ESPANA;P;1;90
15;08/03/2023;23/03/2023;ESPANA;X;1;90
15;08/03/2023;23/03/2023;ESPANA;N;0;90
15;08/03/2023;23/03/2023;ESPANA;H;-1;90
15;08/03/2023;23/03/2023;ESPANA;T;-1;90
14;09/03/2023;23/03/2023;AMERICA;A;2;90
14;09/03/2023;23/03/2023;AMERICA;Q;-1;90
14;09/03/2023;23/03/2023;ESPANA;A;6;90
14;09/03/2023;23/03/2023;ESPANA;Q;1;90
14;09/03/2023;23/03/2023;ESPANA;P;0;90
14;09/03/2023;23/03/2023;ESPANA;H;-1;90
14;09/03/2023;23/03/2023;EUROPA;R;2;90
13;10/03/2023;23/03/2023;AMERICA;P;0;90
13;10/03/2023;23/03/2023;AMERICA;A;-1;90
13;10/03/2023;23/03/2023;ESPANA;A;6;90
12;11/03/2023;23/03/2023;AMERICA;A;2;90
12;11/03/2023;23/03/2023;AMERICA;Q;-1;90
12;11/03/2023;23/03/2023;AMERICA;N;-1;90
12;11/03/2023;23/03/2023;ESPANA;A;2;90
12;11/03/2023;23/03/2023;ESPANA;T;0;90
11;12/03/2023;23/03/2023;AMERICA;P;1;90
11;12/03/2023;23/03/2023;ESPANA;Y;2;90
11;12/03/2023;23/03/2023;ESPANA;A;2;90
11;12/03/2023;23/03/2023;ESPANA;Q;-1;90
10;13/03/2023;23/03/2023;ESPANA;A;3;90
10;13/03/2023;23/03/2023;ESPANA;Q;1;90
9;14/03/2023;23/03/2023;AMERICA;M;1;90
9;14/03/2023;23/03/2023;AMERICA;P;0;90
9;14/03/2023;23/03/2023;AMERICA;T;-1;90
9;14/03/2023;23/03/2023;AMERICA;A;-4;90
9;14/03/2023;23/03/2023;ESPANA;A;8;90
9;14/03/2023;23/03/2023;ESPANA;Y;1;90
9;14/03/2023;23/03/2023;ESPANA;T;1;90
8;15/03/2023;23/03/2023;AMERICA;Q;0;90
8;15/03/2023;23/03/2023;AMERICA;S;-1;90
8;15/03/2023;23/03/2023;AMERICA;A;-1;90
8;15/03/2023;23/03/2023;ESPANA;A;7;90
8;15/03/2023;23/03/2023;ESPANA;H;2;90
8;15/03/2023;23/03/2023;ESPANA;P;1;90
8;15/03/2023;23/03/2023;ESPANA;Q;0;90
8;15/03/2023;23/03/2023;ESPANA;Y;-2;90
8;15/03/2023;23/03/2023;EUROPA;T;2;90
8;15/03/2023;23/03/2023;EUROPA;R;1;90
7;16/03/2023;23/03/2023;AMERICA;Q;1;90
7;16/03/2023;23/03/2023;AMERICA;P;0;90
7;16/03/2023;23/03/2023;AMERICA;A;-1;90
7;16/03/2023;23/03/2023;ESPANA;A;3;90
7;16/03/2023;23/03/2023;ESPANA;Y;1;90
7;16/03/2023;23/03/2023;ESPANA;P;1;90
7;16/03/2023;23/03/2023;ESPANA;H;-1;90
7;16/03/2023;23/03/2023;EUROPA;S;1;90
6;17/03/2023;23/03/2023;AMERICA;Q;0;90
6;17/03/2023;23/03/2023;AMERICA;M;-1;90
6;17/03/2023;23/03/2023;AMERICA;A;-1;90
6;17/03/2023;23/03/2023;AMERICA;P;-2;90
6;17/03/2023;23/03/2023;ESPANA;P;2;90
6;17/03/2023;23/03/2023;ESPANA;A;2;90
6;17/03/2023;23/03/2023;ESPANA;H;1;90
6;17/03/2023;23/03/2023;ESPANA;U;1;90
6;17/03/2023;23/03/2023;ESPANA;Q;1;90
6;17/03/2023;23/03/2023;ESPANA;Y;-2;90
6;17/03/2023;23/03/2023;EUROPA;Q;1;90
6;17/03/2023;23/03/2023;EUROPA;U;0;90
5;18/03/2023;23/03/2023;ESPANA;A;4;90
5;18/03/2023;23/03/2023;ESPANA;U;1;90
5;18/03/2023;23/03/2023;ESPANA;T;0;90
5;18/03/2023;23/03/2023;ESPANA;H;-1;90
4;19/03/2023;23/03/2023;ESPANA;Q;2;90
4;19/03/2023;23/03/2023;ESPANA;U;1;90
4;19/03/2023;23/03/2023;ESPANA;S;0;90
4;19/03/2023;23/03/2023;ESPANA;P;0;90
3;20/03/2023;23/03/2023;AMERICA;M;1;90
3;20/03/2023;23/03/2023;ESPANA;L;3;90
3;20/03/2023;23/03/2023;ESPANA;P;3;90
3;20/03/2023;23/03/2023;ESPANA;T;2;90
3;20/03/2023;23/03/2023;ESPANA;H;1;90
3;20/03/2023;23/03/2023;ESPANA;U;1;90
3;20/03/2023;23/03/2023;ESPANA;K;0;90
3;20/03/2023;23/03/2023;ESPANA;R;0;90
3;20/03/2023;23/03/2023;ESPANA;Q;0;90
3;20/03/2023;23/03/2023;EUROPA;K;5;90
3;20/03/2023;23/03/2023;EUROPA;U;1;90
3;20/03/2023;23/03/2023;EUROPA;Q;-1;90
2;21/03/2023;23/03/2023;AMERICA;Q;3;90
2;21/03/2023;23/03/2023;AMERICA;Y;2;90
2;21/03/2023;23/03/2023;AMERICA;T;1;90
2;21/03/2023;23/03/2023;AMERICA;A;-5;90
2;21/03/2023;23/03/2023;ESPANA;P;1;90
2;21/03/2023;23/03/2023;ESPANA;U;-1;90
2;21/03/2023;23/03/2023;ESPANA;T;-8;90
2;21/03/2023;23/03/2023;EUROPA;S;2;90
2;21/03/2023;23/03/2023;EUROPA;R;2;90
2;21/03/2023;23/03/2023;EUROPA;E;0;90
2;21/03/2023;23/03/2023;EUROPA;U;-1;90
1;22/03/2023;23/03/2023;AMERICA;T;0;90
1;22/03/2023;23/03/2023;AMERICA;N;0;90
1;22/03/2023;23/03/2023;AMERICA;Z;0;90
1;22/03/2023;23/03/2023;AMERICA;Q;-1;90
1;22/03/2023;23/03/2023;AMERICA;P;-1;90
1;22/03/2023;23/03/2023;AMERICA;A;-1;90
1;22/03/2023;23/03/2023;ESPANA;P;4;90
1;22/03/2023;23/03/2023;ESPANA;T;1;90
1;22/03/2023;23/03/2023;ESPANA;F;0;90
1;22/03/2023;23/03/2023;ESPANA;S;0;90
1;22/03/2023;23/03/2023;ESPANA;R;0;90
1;22/03/2023;23/03/2023;ESPANA;A;-8;90
1;22/03/2023;23/03/2023;EUROPA;S;0;90
1;22/03/2023;23/03/2023;EUROPA;R;-2;90
0;23/03/2023;23/03/2023;AMERICA;T;-2;90
0;23/03/2023;23/03/2023;AMERICA;Z;-4;90
0;23/03/2023;23/03/2023;AMERICA;N;-9;90
0;23/03/2023;23/03/2023;AMERICA;Q;-10;90
0;23/03/2023;23/03/2023;AMERICA;A;-25;90
0;23/03/2023;23/03/2023;AMERICA;P;-31;90
0;23/03/2023;23/03/2023;ESPANA;Q;-1;90
0;23/03/2023;23/03/2023;ESPANA;A;-2;90
0;23/03/2023;23/03/2023;ESPANA;P;-4;90
0;23/03/2023;23/03/2023;EUROPA;S;-1;90
-8;31/03/2023;23/03/2023;ESPANA;P;0;90
-21;13/04/2023;23/03/2023;EUROPA;U;0;90
-30;22/04/2023;23/03/2023;EUROPA;R;0;90
-43;05/05/2023;23/03/2023;ESPANA;X;0;90
-56;18/05/2023;23/03/2023;EUROPA;N;0;90
103;14/12/2022;27/03/2023;ESPANA;Z;6;143
102;15/12/2022;27/03/2023;AMERICA;Z;9;143
102;15/12/2022;27/03/2023;ESPANA;Z;2;143
101;16/12/2022;27/03/2023;AMERICA;Z;6;143
101;16/12/2022;27/03/2023;EUROPA;Z;0;143
100;17/12/2022;27/03/2023;AMERICA;Z;-1;143
100;17/12/2022;27/03/2023;ESPANA;Z;1;143
99;18/12/2022;27/03/2023;AMERICA;Z;-2;143
99;18/12/2022;27/03/2023;ESPANA;Z;-1;143
98;19/12/2022;27/03/2023;AMERICA;Z;6;143
98;19/12/2022;27/03/2023;ESPANA;R;0;143
98;19/12/2022;27/03/2023;ESPANA;Z;-1;143
97;20/12/2022;27/03/2023;AMERICA;Z;16;143
97;20/12/2022;27/03/2023;ESPANA;U;0;143
96;21/12/2022;27/03/2023;AMERICA;N;1;143
96;21/12/2022;27/03/2023;AMERICA;Z;-1;143
95;22/12/2022;27/03/2023;AMERICA;Z;10;143
95;22/12/2022;27/03/2023;AMERICA;A;1;143
95;22/12/2022;27/03/2023;AMERICA;F;0;143
95;22/12/2022;27/03/2023;ESPANA;Z;1;143
95;22/12/2022;27/03/2023;ESPANA;A;0;143
94;23/12/2022;27/03/2023;AMERICA;Z;-4;143
93;24/12/2022;27/03/2023;AMERICA;Z;0;143
92;25/12/2022;27/03/2023;AMERICA;Z;0;143
92;25/12/2022;27/03/2023;AMERICA;A;-1;143
91;26/12/2022;27/03/2023;AMERICA;Z;0;143
90;27/12/2022;27/03/2023;AMERICA;Z;53;143
89;28/12/2022;27/03/2023;AMERICA;Z;16;143
89;28/12/2022;27/03/2023;ESPANA;Z;1;143
88;29/12/2022;27/03/2023;AMERICA;N;8;143
88;29/12/2022;27/03/2023;AMERICA;Z;2;143
87;30/12/2022;27/03/2023;AMERICA;N;14;143
87;30/12/2022;27/03/2023;AMERICA;A;1;143
87;30/12/2022;27/03/2023;AMERICA;Z;-25;143
87;30/12/2022;27/03/2023;ESPANA;P;1;143
87;30/12/2022;27/03/2023;ESPANA;N;1;143
86;31/12/2022;27/03/2023;AMERICA;N;5;143
86;31/12/2022;27/03/2023;AMERICA;Z;1;143
86;31/12/2022;27/03/2023;ESPANA;N;0;143
85;01/01/2023;27/03/2023;AMERICA;N;1;143
85;01/01/2023;27/03/2023;AMERICA;Z;-1;143
84;02/01/2023;27/03/2023;AMERICA;N;5;143
84;02/01/2023;27/03/2023;ESPANA;U;1;143
84;02/01/2023;27/03/2023;ESPANA;N;1;143
84;02/01/2023;27/03/2023;ESPANA;A;0;143
83;03/01/2023;27/03/2023;AMERICA;N;4;143
83;03/01/2023;27/03/2023;AMERICA;A;3;143
83;03/01/2023;27/03/2023;AMERICA;F;2;143
83;03/01/2023;27/03/2023;AMERICA;Z;-1;143
83;03/01/2023;27/03/2023;ESPANA;N;0;143
82;04/01/2023;27/03/2023;AMERICA;A;13;143
82;04/01/2023;27/03/2023;AMERICA;N;0;143
82;04/01/2023;27/03/2023;AMERICA;Z;-2;143
82;04/01/2023;27/03/2023;ESPANA;U;1;143
81;05/01/2023;27/03/2023;AMERICA;A;14;143
81;05/01/2023;27/03/2023;ESPANA;A;4;143
81;05/01/2023;27/03/2023;ESPANA;U;1;143
81;05/01/2023;27/03/2023;EUROPA;A;0;143
80;06/01/2023;27/03/2023;AMERICA;A;2;143
80;06/01/2023;27/03/2023;AMERICA;N;-3;143
79;07/01/2023;27/03/2023;AMERICA;A;0;143
79;07/01/2023;27/03/2023;ESPANA;U;-1;143
78;08/01/2023;27/03/2023;AMERICA;A;0;143
77;09/01/2023;27/03/2023;AMERICA;P;1;143
77;09/01/2023;27/03/2023;AMERICA;A;1;143
77;09/01/2023;27/03/2023;ESPANA;P;1;143
77;09/01/2023;27/03/2023;ESPANA;A;1;143
77;09/01/2023;27/03/2023;ESPANA;Z;-3;143
76;10/01/2023;27/03/2023;AMERICA;P;3;143
76;10/01/2023;27/03/2023;AMERICA;A;2;143
76;10/01/2023;27/03/2023;ESPANA;Z;-1;143
75;11/01/2023;27/03/2023;AMERICA;A;4;143
75;11/01/2023;27/03/2023;ESPANA;U;1;143
75;11/01/2023;27/03/2023;ESPANA;A;1;143
74;12/01/2023;27/03/2023;AMERICA;A;7;143
74;12/01/2023;27/03/2023;AMERICA;P;3;143
74;12/01/2023;27/03/2023;ESPANA;A;1;143
74;12/01/2023;27/03/2023;ESPANA;P;-1;143
73;13/01/2023;27/03/2023;AMERICA;P;1;143
73;13/01/2023;27/03/2023;AMERICA;A;-2;143
73;13/01/2023;27/03/2023;ESPANA;P;1;143
73;13/01/2023;27/03/2023;ESPANA;A;1;143
72;14/01/2023;27/03/2023;AMERICA;P;3;143
72;14/01/2023;27/03/2023;ESPANA;P;3;143
71;15/01/2023;27/03/2023;AMERICA;A;-1;143
71;15/01/2023;27/03/2023;ESPANA;P;1;143
70;16/01/2023;27/03/2023;AMERICA;A;6;143
70;16/01/2023;27/03/2023;AMERICA;U;1;143
70;16/01/2023;27/03/2023;AMERICA;Q;0;143
70;16/01/2023;27/03/2023;AMERICA;P;-3;143
70;16/01/2023;27/03/2023;ESPANA;A;6;143
70;16/01/2023;27/03/2023;ESPANA;U;1;143
70;16/01/2023;27/03/2023;ESPANA;P;-2;143
69;17/01/2023;27/03/2023;AMERICA;P;9;143
69;17/01/2023;27/03/2023;ESPANA;U;1;143
69;17/01/2023;27/03/2023;ESPANA;P;1;143
68;18/01/2023;27/03/2023;AMERICA;P;4;143
67;19/01/2023;27/03/2023;AMERICA;A;1;143
67;19/01/2023;27/03/2023;ESPANA;P;2;143
67;19/01/2023;27/03/2023;ESPANA;R;0;143
66;20/01/2023;27/03/2023;AMERICA;P;6;143
66;20/01/2023;27/03/2023;AMERICA;K;0;143
66;20/01/2023;27/03/2023;ESPANA;P;1;143
65;21/01/2023;27/03/2023;AMERICA;P;3;143
65;21/01/2023;27/03/2023;AMERICA;F;2;143
65;21/01/2023;27/03/2023;AMERICA;A;-2;143
64;22/01/2023;27/03/2023;AMERICA;P;-1;143
63;23/01/2023;27/03/2023;AMERICA;P;4;143
63;23/01/2023;27/03/2023;AMERICA;A;-1;143
63;23/01/2023;27/03/2023;ESPANA;U;1;143
63;23/01/2023;27/03/2023;ESPANA;P;0;143
62;24/01/2023;27/03/2023;AMERICA;P;1;143
62;24/01/2023;27/03/2023;ESPANA;R;1;143
61;25/01/2023;27/03/2023;AMERICA;Q;2;143
61;25/01/2023;27/03/2023;ESPANA;P;0;143
60;26/01/2023;27/03/2023;AMERICA;Q;0;143
60;26/01/2023;27/03/2023;ESPANA;Q;2;143
60;26/01/2023;27/03/2023;ESPANA;U;1;143
60;26/01/2023;27/03/2023;EUROPA;P;4;143
59;27/01/2023;27/03/2023;AMERICA;F;2;143
